year,dep,eme_h,eme_m,tc_tit_t_h,tc_tit_t_m,tc_tit_a_h,tc_tit_a_m,tc_tit_b_h,tc_tit_b_m,tc_tit_c_h,tc_tit_c_m,mt_tit_a_h,mt_tit_a_m,mt_tit_b_h,mt_tit_b_m,mt_tit_c_h,mt_tit_c_m,tc_ass_a_h,tc_ass_a_m,tc_ass_b_h,tc_ass_b_m,tc_ass_c_h,tc_ass_c_m,mt_ass_a_h,mt_ass_a_m,mt_ass_b_h,mt_ass_b_m,mt_ass_c_h,mt_ass_c_m,cat_a_h,cat_a_m,cat_b_h,cat_b_m,cat_c_h,cat_c_m,ayu_a_h,ayu_a_m,ayu_b_h,ayu_b_m,ayu_c_h,ayu_c_m,ordcarr_h,ordcarr_m,teoprac_h,teoprac_m,instruc_h,instruc_m,conferenc_s,aycat_h,aycat_m,pasoc_h,pasoc_m,preplab_h,preplab_m,coord_h,coord_m,aylab_h,aylab_m,otros_h,otros_m,total_h,total_m
1975,IIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,IIF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,IIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,IIJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,IIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,IIAntropología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,CELiterarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Centro de Estudios Clasicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Centro de Estudios Mayas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Centro de Lingüística Hispanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,CIMASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,CIMateriales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,CEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Centro de instrumentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Centro de informacion ientifica y humanistica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,centro de servicios de computo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Centro de ciencias del mar y limnologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Ibio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Igeofísica,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Igeografía,,,,,3,1,,1,,,,,,,,,4,3,,2,2,3,,,,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Igeología,,,,,3,,2,1,,,1,,1,,,,17,3,2,2,2,2,1,2,,,1,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,IIBIOMÉDICAS,1,,,,6,,3,1,7,,1,,,,,,5,3,2,3,2,4,1,1,1,2,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,IM,,,,,3,1,4,,8,,,,,,,,1,,1,,1,1,,,,,,,2,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,IQ,,,,,2,1,3,1,6,,,,,,,,3,,2,,2,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,JB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Chamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,ENA,2,,,,1,,,,,,5,,1,,,,,,1,1,,,,,13,,,,439,52,120,11,53,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,ENAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,6,30,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,FC,,,,,1,1,9,1,5,,1,1,1,,1,,3,,4,,4,2,,,1,3,4,,114,59,40,10,265,167,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,FCPyS,,,,,7,1,14,,8,,6,1,,,1,,4,4,7,,7,1,1,2,1,2,,2,126,39,26,2,127,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,FCA,,,,,8,,4,,,,10,,2,,,,8,2,3,2,5,3,2,1,3,,1,1,338,37,107,5,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,FD,,,,,3,2,2,1,8,1,9,1,7,,7,,,,,,1,,,,3,1,1,,173,14,65,4,41,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,ENE,4,,,,21,5,,,,,8,,,,5,2,,,3,,,,,,7,1,,,94,17,27,2,74,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,ENEO,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,31,58,12,25,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,FFyL,1,,,,3,3,3,2,6,1,2,1,,,2,,3,3,8,6,1,2,15,8,3,2,,,50,55,53,38,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,FI,,,,,10,,8,,2,,11,,10,,,,9,2,3,,4,,2,,2,,8,,505,15,169,2,156,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,II,,,,,9,,6,,3,,3,,2,,,,1,,2,,,,,,3,,1,,9,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,FM,1,,,,12,1,9,2,9,,3,,2,,5,,3,,5,6,9,1,1,,3,,1,,1313,146,268,11,1425,239,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,FMVZ,,,,,25,6,8,,,1,2,,1,,,,,,,,3,,,,,,,,30,7,41,4,62,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,ENM,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,31,12,23,16,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,ENO,,,,,1,,,,,,16,1,1,,,,,,,,,,,,,,,,117,17,106,8,118,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,FP,,,,,9,1,,,1,,2,,,,1,,12,13,6,1,,,7,10,6,2,,,39,26,21,4,32,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,FQ,1,,,,27,16,4,2,2,1,7,3,3,2,,,,1,7,1,4,3,,,2,,,,138,64,50,7,219,181,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,ENTS,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,6,11,3,3,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,ENEP Cuautitlan,,,,,,,2,,1,,,,,,,,,,,,3,,1,,,,,,167,28,4,,111,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,ENEP Actlan,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,101,28,2,,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,ENEP Iztacala,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,68,38,2,1,56,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,CELE,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,12,16,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,CUEC,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,ENP,1,,,,5,3,2,5,5,3,2,1,2,1,1,2,,,2,,,,,,,,,,457,240,612,408,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,CCH,,,,,2,,,,,,,,,,,,1,2,40,10,1,,,,1,2,,,995,569,3,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,HN,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1976,IIEc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1976,IIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1976,IIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,IIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,IIJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,IIS,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,1,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
1976,IIAntropología,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,10,,1,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
1976,CELiterarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Centro de Estudios Clasicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Centro de Estudios Mayas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Centro de Lingüística Hispanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,CIMateriales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,CEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Centro de instrumentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1976,Centro de informacion ientifica y humanistica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,centro de servicios de computo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1976,Centro de ciencias del mar y limnologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1976,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1976,Ibio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,14,6,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1976,JB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1976,Chamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,13,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
1976,Igeofísica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1976,Igeografía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1976,Igeología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,3,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
1976,IIBIOMÉDICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1976,IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,IQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1976,ENA,1,,,,1,,,,,,4,1,2,,,,1,,,,,,,,11,1,,,371,57,108,9,,,,,54,8,,,,,,,,,,,,,,,,,,,,,,,
1976,ENAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,6,32,1,,,,,11,7,,,,,,,,,,,,,,,,,,,,,,,
1976,FC,,,,,1,1,4,,5,,,,2,,1,,2,,8,2,2,1,,,,2,3,1,103,60,53,9,,,1,,293,191,,,,,,,,,,,,,,,,,,,,,,,
1976,FCPyS,,,,,10,1,13,,7,2,6,,,,1,,1,7,9,,6,3,1,,,2,1,2,144,47,23,1,,,19,20,114,66,,,,,,,,,,,,,,,,,,,,,,,
1976,FCA,,,,,10,2,4,1,,,10,,1,,,,5,,4,3,4,1,2,1,3,,1,1,325,44,100,6,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,
1976,FD,,,,,2,2,2,1,9,1,7,3,5,,8,,,,,,1,,,,3,,,,167,15,62,5,,,,,36,19,,,,,,,,,,,,,,,,,,,,,,,
1976,ENE,,,,,26,6,,,,,6,,,,6,4,,,,,1,,,,7,1,,,102,26,24,2,,,4,2,86,18,,,,,,,,,,,,,,,,,,,,,,,
1976,ENEO,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,27,82,11,23,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
1976,FFyL,1,,,,4,4,2,,5,1,,2,2,1,2,,1,,5,6,5,3,10,6,3,2,,1,51,50,55,33,,,2,7,5,17,1,,,,,,,,,,,,,,,,,,,,,,
1976,FI,,,,,9,,6,,1,,13,,8,,2,,11,2,2,,4,1,2,,2,1,5,,513,21,156,2,,,50,1,121,10,,,,,,,,,,,,,,,,,,,,,,,
1976,II,,,,,2,,2,,,,1,,1,,,,,,4,,1,,,,,,,,18,,12,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1976,FM,1,,,,13,2,7,2,8,1,3,,3,,6,2,4,2,6,4,6,1,,,4,,1,,1408,139,316,10,,,,,1581,294,,,,,,,,,,,,,,,,,,,,,,,
1976,FMVZ,,,,,24,6,6,,1,1,2,,1,,,,1,,,,3,,,,,,1,,36,5,41,6,,,,,70,25,,,,,,,,,,,,,,,,,,,,,,,
1976,ENM,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,36,15,19,15,,,1,,13,11,,,,,,,,,,,,,,,,,,,,,,,
1976,FO,,,,,,,,,,,13,1,1,,,,,,,,,,,,,,,,117,27,106,8,,,,,120,58,,,,,,,,,,,,,,,,,,,,,,,
1976,FP,,,,,10,3,1,,1,,3,,,,1,,5,11,5,2,1,,6,11,5,4,,,35,27,17,3,,,,,28,47,,,,,,,,,,,,,,,,,,,,,,,
1976,FQ,,,,,26,16,6,3,1,1,5,2,2,3,,,,1,8,1,5,4,,,1,,,,163,135,57,8,,,,,161,116,,,,,,,,,,,,,,,,,,,,,,,
1976,ENTS,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,9,18,5,3,,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,
1976,EPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,24,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,CELE,,,,,2,,2,,,,,,,,,,,1,,,,,,,,,,,14,23,1,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1976,CUEC,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,ENEPC,,,,,1,,3,1,2,,,,,,,,,,,,1,,,,,,,,186,33,5,1,,,3,5,110,39,,,,,,,,,,,,,,,,,,,,,,,
1976,ENEPAc,,,,,4,1,,,,1,1,1,,,,,,2,2,1,,1,5,,5,,,,230,72,5,2,,,,,37,11,,,,,,,,,,,,,,,,,,,,,,,
1976,ENEPI,,,,,,,,,,,,,1,,,,4,,1,,,,,1,,,,,112,62,3,1,,,43,18,81,34,,,,,,,,,,,,,,,,,,,,,,,
1976,ENEPAr,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,79,6,2,,,,7,2,16,4,,,,,,,,,,,,,,,,,,,,,,,
1976,ENEPZ,,,,,1,,,,,,,,,,,,4,4,2,,,,,,,,1,,20,21,1,1,,,1,23,22,,,,,,,,,,,,,,,,,,,,,,,,
1976,ENP,,,,,4,2,3,6,5,3,1,1,,3,1,2,,,4,,,,,1,,1,,,439,242,636,419,,,,,18,22,,,,,,,,,,,,,,,,,,,,,,,
1976,CCH,,,,,,,2,,2,,,,,,,,,,9,,,,,,,,,,1009,655,2,,,,,,32,12,,,,,,,,,,,,,,,,,,,,,,,
1977,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1977,IIEc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,
1977,IIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1977,IIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,IIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,IIJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,IIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,1,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1977,IIFilológicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,CELiterarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Centro de Lingüística Hispanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Centro de Estudios Clasicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Centro de Estudios Mayas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,IIAntropología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,CIMateriales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
1977,CEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
1977,Centro de instrumentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Centro de informacion ientifica y humanistica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Centro de ciencias del mar y limnologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1977,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Ibio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,12,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,
1977,JB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Chamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
1977,Igeofísica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,
1977,Igeografía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1977,Igeología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,IIBIOMÉDICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
1977,IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,8,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1977,IQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1977,IIMAS,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,10,,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,
1977,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,13,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
1977,ENA,1,,,,5,,6,,,,5,,10,,,,,,,,,,1,,4,2,,,304,53,225,28,,,,,32,6,,,,,,,,,,,,,,,,,,,,,,,
1977,ENAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,9,34,2,,,3,2,11,6,,,,,,,,,,,,,,,,,,,,,,,
1977,FC,,,,,3,,6,,5,1,1,,2,,1,,6,1,4,6,6,1,,,,1,2,1,117,58,44,18,,,,,275,201,,,,,,,,,,,,,,,,,,,,,,,
1977,FCPyS,,,,,5,,11,1,8,1,5,,,,5,,8,7,6,3,7,4,1,1,,3,1,1,133,36,26,1,,,70,52,74,45,,,,,,,,,,,,,,,,,,,,,,,
1977,FCA,,,,,11,4,3,,1,,11,1,1,,,,5,,4,2,4,2,1,,2,1,,,278,38,90,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1977,FD,,,,,1,1,3,3,9,1,5,1,6,2,7,,,,,,1,,,,3,,,,146,12,56,2,,,9,7,35,13,,,,,,,,,,,,,,,,,,,,,,,
1977,FE,2,,,,29,7,3,2,,,6,1,,,8,2,1,,2,,,2,1,1,6,2,1,,154,20,20,1,,,25,5,55,17,,,,,,,,,,,,,,,,,,,,,,,
1977,ENEO,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,28,73,15,20,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
1977,FFyL,2,,,,8,5,5,,6,1,,2,2,1,2,,,3,5,7,4,6,5,17,2,6,1,,57,73,49,32,,,,,16,20,,,,,,,,,,,,,,,,,,,,,,,
1977,FI,,,,,13,,7,,3,,14,,6,,4,,11,1,4,,7,1,4,,1,,6,,575,18,151,2,,,41,1,84,13,,,,,,,,,,,,,,,,,,,,,,,
1977,FM,4,,,,20,6,11,2,15,1,4,,3,,9,,15,7,10,2,16,1,,,4,,1,,1576,188,348,18,,,103,15,1496,313,,,,,,,,,,,,,,,,,,,,,,,
1977,FMVZ,,,,,22,3,9,,3,2,1,,1,,,,2,,1,,9,,1,,,,1,,49,7,39,3,,,,,76,32,,,,,,,,,,,,,,,,,,,,,,,
1977,ENM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,14,25,15,,,,,15,11,,,,,,,,,,,,,,,,,,,,,,,
1977,FO,,,,,1,,,,2,,20,1,4,,,,,,,,,,,,,,,,146,39,108,10,,,,,120,68,,,,,,,,,,,,,,,,,,,,,,,
1977,FP,,,,,8,3,,,2,,3,,,,1,,11,23,6,3,2,2,5,13,5,4,,,30,34,17,3,,,2,3,34,50,,,,,,,,,,,,,,,,,,,,,,,
1977,FQ,,,,,18,12,10,7,3,1,4,1,3,2,,1,,,7,2,5,6,,,1,,,,169,140,56,10,,,,,150,105,,,,,,,,,,,,,,,,,,,,,,,
1977,ENTS,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,14,23,5,3,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,
