general,year,tc,ay,eme,mt,tec,total,tc_f,ay_f,eme_f,mt_f,tec_f,total_f
biblioteca nacional,1960,8,1,0,1,0,8,0,1,0,0,0,0
biblioteca nacional,1962,4,1,0,1,0,4,0,1,0,0,0,0
biblioteca nacional,1963,2,1,0,1,0,3,0,1,0,0,0,0
biblioteca nacional,1964,4,1,0,2,0,6,0,1,0,0.5,0,0.16666666666666666
biblioteca nacional,1965,4,1,0,1,0,5,0,1,0,1,0,0.2
biblioteca nacional,1966,7,1,0,1,0,8,0.42857142857142855,1,0,1,0,0.5
biblioteca nacional,1967,4,1,0,3,0,7,0.25,1,0,0,0,0.14285714285714285
biblioteca nacional,1968,2,1,0,4,0,6,0,1,0,0.25,0,0.16666666666666666
biblioteca nacional,1969,4,1,0,6,0,10,0.25,1,0,0.3333333333333333,0,0.3
biblioteca nacional,1970,4,1,0,6,0,10,0,1,0,0.3333333333333333,0,0.3
biblioteca nacional,1971,5,1,0,6,0,11,0,1,0,0.5,0,0.2727272727272727
biblioteca nacional,1972,5,1,0,7,0,12,0.2,1,0,0.42857142857142855,0,0.3333333333333333
biblioteca nacional,1973,5,1,0,7,0,12,0.2,1,0,0.42857142857142855,0,0.3333333333333333
biblioteca nacional,1974,5,1,0,5,0,11,0.2,1,0,0.4,0,0.36363636363636365
biblioteca nacional,1975,6,1,0,5,0,12,0.5,1,0,0.4,0,0.5
biblioteca nacional,1976,5,1,0,8,0,13,0.2,1,0,0.375,0,0.3076923076923077
biblioteca nacional,1977,9,1,0,5,0,15,0.4444444444444444,1,0,0.2,0,0.4
biblioteca nacional,1978,7,2,0,6,0,15,0.42857142857142855,0.5,0,0.3333333333333333,0,0.4
biblioteca nacional,1979,9,4,0,4,0,17,0.5555555555555556,0.25,0,0.5,0,0.47058823529411764
cch,1975,2,0,0,0,1,2,0,0,0,0,0,0
cch,1976,2,0,0,0,1,2,0,0,0,0,0,0
cch,1977,3,0,0,0,1,3,0.3333333333333333,0,0,0,0,0.3333333333333333
cch,1978,1,0,0,0,1,1,0,0,0,0,0,0
cch,1979,1,0,0,0,1,1,0,0,0,0,0,0
cele,1977,1,1,0,1,0,2,1,1,0,0,0,1
cele,1978,1,1,0,1,0,3,1,1,0,0,0,0.6666666666666666
centro de ciencias de la atmosfera,1977,1,1,0,1,4,1,0,0,0,0,0.5,0
centro de ciencias de la atmosfera,1978,8,1,0,1,4,2,0,0,0,0,0.5,0
centro de ciencias de la atmosfera,1979,16,5,0,3,4,28,0,0.2,0,0.3333333333333333,0.5,0.14285714285714285
centro de ciencias de la tierra,1974,1,1,0,0,1,2,0,0,0,0,0,0
centro de ciencias de la tierra,1975,2,3,0,0,1,5,0,0,0,0,0,0
centro de ciencias de la tierra,1976,3,1,0,0,1,5,0,0,0,0,0,0
centro de ciencias de la tierra,1977,2,2,0,0,1,5,0,0,0,0,0,0
centro de ciencias de la tierra,1978,1,1,0,0,1,3,0,0,0,0,0,0
centro de ciencias de la tierra,1979,2,1,0,0,1,3,0,0,0,0,0,0
centro de ciencias del mar y limnologia,1975,12,2,0,1,1,16,0.08333333333333333,0,0,0,0,0.0625
centro de ciencias del mar y limnologia,1976,20,1,0,1,9,31,0.15,0,0,0,0.4444444444444444,0.22580645161290322
centro de ciencias del mar y limnologia,1977,23,1,0,1,14,39,0.08695652173913043,0,0,0,0.2857142857142857,0.15384615384615385
centro de ciencias del mar y limnologia,1978,24,2,0,1,11,37,0.08333333333333333,0,0,0,0.36363636363636365,0.16216216216216217
centro de ciencias del mar y limnologia,1979,38,2,0,1,5,45,0.02631578947368421,0,0,0,0.2,0.044444444444444446
centro de estudios clasicos,1972,2,1,0,1,1,1,0,1,0,0,1,0
centro de estudios clasicos,1973,2,1,0,1,1,4,0,1,0,0,1,0.25
centro de estudios clasicos,1974,6,3,0,3,1,10,0.16666666666666666,0.6666666666666666,0,0.3333333333333333,1,0.3
centro de estudios clasicos,1975,7,5,0,1,1,14,0.14285714285714285,0.8,0,1,0,0.42857142857142855
centro de estudios clasicos,1976,8,5,0,2,1,11,0.125,0.8,0,0.5,0,0.18181818181818182
centro de estudios clasicos,1977,2,5,0,2,1,4,0.5,0.8,0,0.5,0,0.5
centro de estudios clasicos,1978,1,5,0,1,1,2,1,0.8,0,1,0,1
centro de estudios clasicos,1979,10,5,0,2,1,12,0.2,0.8,0,0.5,0,0.25
centro de estudios en linguistica hispanica,1972,4,3,0,3,4,3,0.25,0.3333333333333333,0,0.3333333333333333,0.25,0.3333333333333333
centro de estudios en linguistica hispanica,1973,4,3,0,3,4,6,0.25,0.3333333333333333,0,0.3333333333333333,0.25,0.3333333333333333
centro de estudios en linguistica hispanica,1974,4,1,0,1,4,10,0.25,1,0,0,0.25,0.3
centro de estudios literarios,1972,9,3,0,1,5,9,0.4444444444444444,0.6666666666666666,0,0,0.4,0.4444444444444444
centro de estudios literarios,1973,8,3,0,1,5,11,0.375,0.6666666666666666,0,0,0.4,0.45454545454545453
centro de estudios literarios,1974,8,4,0,1,5,18,0.375,0.5,0,0,0.4,0.3888888888888889
centro de estudios literarios,1975,7,4,0,1,2,10,0.2857142857142857,0.5,0,0,0,0.2
centro de estudios literarios,1976,7,4,0,2,2,15,0.2857142857142857,0.75,0,0,0.5,0.4
centro de estudios literarios,1977,7,8,0,1,2,16,0.5714285714285714,0.875,0,0,0.5,0.6875
centro de estudios literarios,1978,7,9,0,1,2,16,0.42857142857142855,1,0,0,0.5,0.75
centro de estudios literarios,1979,9,10,0,1,2,19,0.3333333333333333,0.8,0,0,0.5,0.5789473684210527
centro de estudios mayas,1973,7,2,0,5,1,7,0.5714285714285714,1,0,0.4,1,0.5714285714285714
centro de estudios mayas,1974,7,3,0,5,1,16,0.5714285714285714,0.6666666666666666,0,0.6,1,0.625
centro de estudios mayas,1975,6,3,0,2,1,11,0.16666666666666666,0.3333333333333333,0,0.5,1,0.2727272727272727
centro de estudios mayas,1976,6,5,0,3,1,14,0.5,0.8,0,0.3333333333333333,1,0.5714285714285714
centro de estudios mayas,1977,8,6,0,3,1,14,0.375,0.5,0,0.3333333333333333,1,0.42857142857142855
centro de estudios mayas,1978,8,6,0,3,1,14,0.5,0.6666666666666666,0,0.3333333333333333,1,0.5714285714285714
centro de estudios mayas,1979,10,6,0,3,1,10,0.5,0.6666666666666666,0,0.3333333333333333,1,0.5
centro de estudios nucleares,1968,4,0,1,4,1,4,0.5,0,0,0.25,0,0.5
centro de estudios nucleares,1969,5,0,1,4,1,6,0.4,0,0,0.25,0,0.3333333333333333
centro de estudios nucleares,1970,6,0,1,4,1,8,0.3333333333333333,0,0,0.25,0,0.25
centro de estudios nucleares,1971,8,0,1,4,1,11,0.125,0,0,0.25,0,0.18181818181818182
centro de estudios nucleares,1972,9,0,1,4,1,13,0.1111111111111111,0,0,0.25,0,0.15384615384615385
centro de estudios nucleares,1973,11,0,1,4,1,16,0.2727272727272727,0,0,0.25,0,0.25
centro de estudios nucleares,1974,11,0,1,3,2,17,0.09090909090909091,0,0,0.3333333333333333,0.5,0.17647058823529413
centro de estudios nucleares,1975,13,0,1,4,2,19,0.15384615384615385,0,0,0.25,0.5,0.21052631578947367
centro de estudios nucleares,1976,14,0,1,3,2,19,0.21428571428571427,0,0,0,0.5,0.21052631578947367
centro de estudios nucleares,1977,15,0,1,3,3,18,0.26666666666666666,0,0,0,0.6666666666666666,0.3333333333333333
centro de estudios nucleares,1978,18,0,1,3,3,21,0.3333333333333333,0,0,0,0.6666666666666666,0.38095238095238093
centro de estudios nucleares,1979,20,0,1,3,2,22,0.3,0,0,0,0.5,0.3181818181818182
centro de informacion cientifica y humanistica,1974,1,0,0,0,10,10,0,0,0,0,0.4,0.4
centro de informacion cientifica y humanistica,1975,1,0,0,0,9,9,0,0,0,0,0.4444444444444444,0.4444444444444444
centro de informacion cientifica y humanistica,1976,1,0,0,0,5,5,0,0,0,0,1,1
centro de informacion cientifica y humanistica,1977,1,0,0,0,16,17,0,0,0,0,0.5,0.47058823529411764
centro de informacion cientifica y humanistica,1978,1,0,0,0,18,19,0,0,0,0,0.5,0.47368421052631576
centro de informacion cientifica y humanistica,1979,2,0,0,0,14,16,0,0,0,0,0.42857142857142855,0.375
centro de instrumentos,1973,1,1,0,0,3,1,0,0,0,0,0,0
centro de instrumentos,1974,1,1,0,0,3,3,0,0,0,0,0,0
centro de instrumentos,1975,1,1,0,0,3,3,0,0,0,0,0,0
centro de instrumentos,1976,1,1,0,0,7,8,0,0,0,0,0.14285714285714285,0.125
centro de instrumentos,1977,1,1,0,0,10,11,0,0,0,0,0.1,0.09090909090909091
centro de instrumentos,1978,1,1,0,0,11,12,0,0,0,0,0.09090909090909091,0.08333333333333333
centro de instrumentos,1979,1,1,0,0,22,23,0,0,0,0,0.09090909090909091,0.08695652173913043
centro de investigacion tuxtlas,1977,2,0,0,0,2,2,0,0,0,0,0,0
centro de investigacion tuxtlas,1978,2,0,0,0,2,2,0,0,0,0,0,0
centro de investigacion tuxtlas,1979,2,0,0,0,2,2,0,0,0,0,0,0
centro de investigaciones en arquitectura,1973,0,0,0,2,0,2,0,0,0,0,0,0
centro de linguistica hispanica,1975,5,0,0,2,2,9,0.6,0,0,0.5,0,0.4444444444444444
centro de linguistica hispanica,1976,4,0,0,1,2,5,1,0,0,1,0,1
centro de linguistica hispanica,1977,1,0,0,2,2,3,0,0,0,0.5,0,0.3333333333333333
centro de linguistica hispanica,1978,2,0,0,2,2,4,0.5,0,0,0.5,0,0.5
centro de linguistica hispanica,1979,3,0,0,2,2,5,0.6666666666666666,0,0,0.5,0,0.6
centro de servicios de computo,1974,2,0,0,0,1,2,0,0,0,0,0,0
centro de servicios de computo,1975,1,0,0,0,1,1,0,0,0,0,0,0
centro de servicios de computo,1976,1,0,0,0,1,1,0,0,0,0,0,0
centro de servicios de computo,1977,2,0,0,0,1,3,0,0,0,0,0,0
centro de servicios de computo,1978,3,0,0,0,1,4,0,0,0,0,0,0
centro de servicios de computo,1979,1,0,0,0,1,2,0,0,0,0,0,0
cuec,1976,0,0,0,6,0,6,0,0,0,0.6666666666666666,0,0.6666666666666666
cuec,1977,0,0,0,5,0,5,0,0,0,0.6,0,0.6
cuec,1978,0,0,0,4,0,4,0,0,0,0.5,0,0.5
cuec,1979,0,0,0,2,0,2,0,0,0,0.5,0,0.5
cuec,1980,0,0,0,1,0,1,0,0,0,0,0,0
enap,1977,1,0,0,0,0,1,0,0,0,0,0,0
enap,1978,2,0,0,0,0,2,0,0,0,0,0,0
enap,1979,1,0,0,0,0,1,0,0,0,0,0,0
enap,1980,1,0,0,0,0,1,0,0,0,0,0,0
enep acatlan,1977,2,2,0,0,3,2,0,0,0,0,0.3333333333333333,0
enep acatlan,1978,1,2,0,0,3,6,1,0,0,0,0.3333333333333333,0.3333333333333333
enep acatlan,1979,3,2,0,0,3,3,0.3333333333333333,0,0,0,0.3333333333333333,0.3333333333333333
enep acatlan,1980,1,1,0,0,3,5,1,0,0,0,0.3333333333333333,0.4
enep aragon,1976,1,0,0,0,0,1,1,0,0,0,0,1
enep cuautitlan,1977,1,0,0,0,1,1,0,0,0,0,0,0
enep cuautitlan,1978,2,0,0,0,1,2,0,0,0,0,0,0
enep cuautitlan,1979,3,0,0,0,1,4,0,0,0,0,0,0
enep cuautitlan,1980,3,0,0,0,1,4,0.6666666666666666,0,0,0,0,0.5
enep zaragoza,1977,0,0,0,0,7,7,0,0,0,0,0.2857142857142857,0.2857142857142857
enep zaragoza,1978,0,0,0,0,8,8,0,0,0,0,0.25,0.25
enep zaragoza,1979,0,0,0,0,8,8,0,0,0,0,0.25,0.25
enep zaragoza,1980,0,0,0,0,8,8,0,0,0,0,0.125,0.125
enp,1974,1,0,0,4,1,1,0,0,0,0.75,1,0
enp,1975,1,0,0,4,1,2,0,0,0,0.75,1,0.5
enp,1976,1,0,0,4,1,3,0,0,0,0.75,1,0.6666666666666666
enp,1977,2,0,0,4,1,5,0.5,0,0,0.75,1,0.6
enp,1978,2,0,0,4,1,6,0.5,0,0,0.75,1,0.6666666666666666
enp,1979,2,0,0,4,1,7,0.5,0,0,0.75,1,0.7142857142857143
escuela nacional de musica,1960,7,0,0,0,0,7,0,0,0,0,0,0
escuela nacional de musica,1962,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1963,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1964,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1965,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1966,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1967,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1968,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1969,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1970,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1971,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1972,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1973,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1974,1,0,0,0,0,1,0,0,0,0,0,0
escuela nacional de musica,1975,1,0,0,0,0,1,0,0,0,0,0,0
estacion de investigacion carmen,1973,1,0,0,0,0,1,1,0,0,0,0,1
estacion de investigacion chamela,1972,1,0,0,0,2,1,0,0,0,0,0,0
estacion de investigacion chamela,1973,1,0,0,0,2,1,0,0,0,0,0,0
estacion de investigacion chamela,1974,1,0,0,0,2,1,0,0,0,0,0,0
estacion de investigacion chamela,1975,1,0,0,0,2,1,0,0,0,0,0,0
estacion de investigacion chamela,1976,1,0,0,0,2,1,0,0,0,0,0,0
estacion de investigacion chamela,1977,1,0,0,0,2,3,0,0,0,0,0,0
estacion de investigacion chamela,1978,1,0,0,0,2,3,0,0,0,0,0,0
estacion de investigacion chamela,1979,2,0,0,0,2,2,0,0,0,0,0,0
facultad de arquitectura,1971,10,0,0,1,0,1,0.3,0,0,0,0,0
facultad de arquitectura,1972,10,0,0,2,0,5,0.3,0,0,0,0,0.2
facultad de arquitectura,1973,10,0,0,2,0,9,0.3,0,0,0,0,0.2222222222222222
facultad de arquitectura,1974,10,0,0,3,0,13,0.3,0,0,0,0,0.23076923076923078
facultad de arquitectura,1975,1,0,0,4,0,5,0,0,0,0,0,0
facultad de arquitectura,1976,1,0,0,3,0,3,0,0,0,0,0,0
facultad de arquitectura,1977,1,0,0,4,0,4,0,0,0,0.25,0,0.25
facultad de arquitectura,1978,1,0,0,4,0,4,0,0,0,0,0,0
facultad de arquitectura,1979,1,0,0,6,0,6,0,0,0,0.16666666666666666,0,0.16666666666666666
facultad de arquitectura,1980,1,0,0,5,0,6,0,0,0,0,0,0
facultad de ciencias,1960,1,1,1,1,2,1,0,1,0,0,0.5,0
facultad de ciencias,1962,1,1,1,1,2,1,0,1,0,0,0.5,0
facultad de ciencias,1963,1,1,1,1,2,1,0,1,0,0,0.5,0
facultad de ciencias,1964,1,1,1,1,2,1,0,1,0,0,0.5,0
facultad de ciencias,1965,1,1,1,1,2,1,0,1,0,0,0.5,0
facultad de ciencias,1966,2,1,1,1,2,2,0,1,0,0,0.5,0
facultad de ciencias,1967,2,1,1,1,2,2,0.5,1,0,0,0.5,0.5
facultad de ciencias,1968,2,1,1,1,2,2,0.5,1,0,0,0.5,0.5
facultad de ciencias,1969,2,1,1,1,2,2,0.5,1,0,0,0.5,0.5
facultad de ciencias,1970,1,1,1,1,2,2,0,1,0,0,0.5,0
facultad de ciencias,1971,1,1,1,1,2,2,0,1,0,0,0.5,0
facultad de ciencias,1972,1,1,1,1,2,2,0,1,0,0,0.5,0
facultad de ciencias,1973,2,1,1,1,2,3,0,1,0,0,0.5,0
facultad de ciencias,1974,3,1,1,1,2,4,0,1,0,0,0.5,0.5
facultad de ciencias,1975,4,3,1,1,1,9,0.25,0.3333333333333333,0,0,0,0.2222222222222222
facultad de ciencias,1976,6,5,1,1,1,12,0.16666666666666666,0,0,0,0,0.08333333333333333
facultad de ciencias,1977,3,1,1,1,1,5,0.3333333333333333,0,0,0,1,0.4
facultad de ciencias,1978,3,2,1,1,1,4,0.3333333333333333,0,0,0,0,0.25
facultad de ciencias,1979,8,2,1,1,2,10,0.25,0.5,0,0,0.5,0.3
facultad de ciencias,1980,1,2,1,1,2,3,0,0.5,0,0,1,0.6666666666666666
facultad de contaduria y administracion,1974,5,0,0,0,3,5,0,0,0,0,0,0
facultad de contaduria y administracion,1975,5,0,0,0,3,3,0,0,0,0,0,0
facultad de derecho,1973,0,0,0,1,0,1,0,0,0,0,0,0
facultad de derecho,1974,0,0,0,1,0,1,0,0,0,0,0,0
facultad de derecho,1975,0,0,0,1,0,1,0,0,0,0,0,0
facultad de derecho,1976,0,0,0,1,0,1,0,0,0,0,0,0
facultad de derecho,1977,0,0,0,2,0,2,0,0,0,0.5,0,0.5
facultad de derecho,1978,0,0,0,2,0,2,0,0,0,0,0,0
facultad de derecho,1979,0,0,0,1,0,1,0,0,0,0,0,0
facultad de economia,1960,31,3,0,1,0,31,0.06451612903225806,0.6666666666666666,0,0,0,0.06451612903225806
facultad de economia,1962,11,3,0,1,0,11,0.18181818181818182,0.6666666666666666,0,0,0,0.18181818181818182
facultad de economia,1963,9,3,0,1,0,9,0.2222222222222222,0.6666666666666666,0,0,0,0.2222222222222222
facultad de economia,1964,10,3,0,1,0,10,0.2,0.6666666666666666,0,0,0,0.2
facultad de economia,1965,8,3,0,1,0,8,0.25,0.6666666666666666,0,0,0,0.25
facultad de economia,1966,6,3,0,1,0,6,0.3333333333333333,0.6666666666666666,0,0,0,0.3333333333333333
facultad de economia,1967,6,3,0,1,0,7,0,0.6666666666666666,0,0,0,0
facultad de economia,1968,5,3,0,1,0,6,0,0.6666666666666666,0,0,0,0
facultad de economia,1969,5,3,0,1,0,6,0,0.6666666666666666,0,0,0,0.16666666666666666
facultad de economia,1970,4,3,0,1,0,5,0,0.6666666666666666,0,0,0,0.2
facultad de economia,1971,4,3,0,1,0,5,0,0.6666666666666666,0,0,0,0.2
facultad de economia,1972,3,3,0,1,0,4,0,0.6666666666666666,0,1,0,0.25
facultad de economia,1973,2,3,0,1,0,4,0,0.6666666666666666,0,1,0,0.5
facultad de economia,1974,2,3,0,1,0,3,0,0.6666666666666666,0,1,0,0.6666666666666666
facultad de economia,1975,1,1,0,1,0,3,0,1,0,1,0,0.6666666666666666
facultad de economia,1976,5,7,0,2,0,12,0.4,0.7142857142857143,0,1,0,0.5833333333333334
facultad de economia,1977,5,11,0,2,0,18,0.2,0.45454545454545453,0,1,0,0.4444444444444444
facultad de economia,1978,6,9,0,3,0,18,0.16666666666666666,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333
facultad de economia,1979,4,8,0,1,0,13,0,0.75,0,1,0,0.5384615384615384
facultad de economia,1980,4,12,0,1,0,17,0.25,0.6666666666666666,0,1,0,0.5882352941176471
facultad de ingenieria,1960,21,1,0,0,1,21,0,0,0,0,0,0
facultad de ingenieria,1962,19,1,0,0,1,19,0,0,0,0,0,0
facultad de ingenieria,1963,17,1,0,0,1,17,0,0,0,0,0,0
facultad de ingenieria,1964,16,1,0,0,1,16,0,0,0,0,0,0
facultad de ingenieria,1965,14,1,0,0,1,14,0,0,0,0,0,0
facultad de ingenieria,1966,12,1,0,0,1,12,0,0,0,0,0,0
facultad de ingenieria,1967,10,1,0,0,1,10,0,0,0,0,0,0
facultad de ingenieria,1968,8,1,0,0,1,8,0,0,0,0,0,0
facultad de ingenieria,1969,6,1,0,0,1,6,0,0,0,0,0,0
facultad de ingenieria,1970,5,1,0,0,1,5,0,0,0,0,0,0
facultad de ingenieria,1971,3,1,0,0,1,3,0,0,0,0,0,0
facultad de ingenieria,1972,1,1,0,0,1,1,0,0,0,0,0,0
facultad de ingenieria,1973,2,1,0,0,1,1,0,0,0,0,0,0
facultad de ingenieria,1974,3,1,0,0,1,1,0,0,0,0,0,0
facultad de ingenieria,1975,4,1,0,0,1,5,0,0,0,0,0,0
facultad de ingenieria,1976,3,1,0,0,1,4,0,0,0,0,0,0
facultad de ingenieria,1977,2,1,0,0,1,3,0,0,0,0,0,0
facultad de ingenieria,1978,2,1,0,0,1,4,0,0,0,0,0,0
facultad de ingenieria,1979,5,1,0,0,1,6,0.2,0,0,0,0,0.16666666666666666
facultad de ingenieria,1980,5,1,0,0,1,1,0.2,0,0,0,0,0
facultad de medicina,1960,10,9,1,1,1,10,0.3,0.5555555555555556,0,1,0,0.3
facultad de medicina,1962,10,9,1,1,1,10,0.3,0.5555555555555556,0,1,0,0.3
facultad de medicina,1963,9,9,1,1,1,9,0.2222222222222222,0.5555555555555556,0,1,0,0.2222222222222222
facultad de medicina,1964,9,9,1,1,1,9,0.2222222222222222,0.5555555555555556,0,1,0,0.2222222222222222
facultad de medicina,1965,9,9,1,1,1,9,0.2222222222222222,0.5555555555555556,0,1,0,0.2222222222222222
facultad de medicina,1966,8,9,1,1,1,8,0.25,0.5555555555555556,0,1,0,0.25
facultad de medicina,1967,8,9,1,1,1,8,0.125,0.5555555555555556,0,1,0,0.125
facultad de medicina,1968,7,9,1,1,1,7,0.14285714285714285,0.5555555555555556,0,1,0,0.14285714285714285
facultad de medicina,1969,7,9,1,1,1,7,0.14285714285714285,0.5555555555555556,0,1,0,0.14285714285714285
facultad de medicina,1970,7,9,1,1,1,7,0.14285714285714285,0.5555555555555556,0,1,0,0.14285714285714285
facultad de medicina,1971,6,9,1,1,1,6,0,0.5555555555555556,0,1,0,0
facultad de medicina,1972,6,9,1,1,1,6,0,0.5555555555555556,0,1,0,0
facultad de medicina,1973,6,9,1,1,1,7,0.3333333333333333,0.5555555555555556,0,1,0,0.42857142857142855
facultad de medicina,1974,1,9,1,1,1,11,0,0.5555555555555556,0,1,0,0.45454545454545453
facultad de medicina,1975,2,5,1,1,1,8,0,0.8,0,1,0,0.5
facultad de medicina,1976,1,5,1,1,1,7,1,0.8,0,1,1,0.8571428571428571
facultad de medicina,1977,5,7,1,1,2,14,0.8,0.5714285714285714,0,1,0.5,0.6428571428571429
facultad de medicina,1978,5,10,1,1,4,19,0.4,0.4,0,1,0.25,0.3684210526315789
facultad de medicina,1979,7,6,1,1,2,16,0.42857142857142855,0.6666666666666666,0,1,0.5,0.5625
facultad de medicina,1980,3,5,1,1,1,9,0,0.8,0,1,1,0.5555555555555556
facultad de psicologia,1974,1,19,1,7,24,52,1,0.5789473684210527,0,0.42857142857142855,0.2916666666666667,0.4230769230769231
facultad de psicologia,1975,5,22,1,4,21,52,0.2,0.5454545454545454,0,0.75,0.14285714285714285,0.36538461538461536
facultad de psicologia,1976,5,30,1,3,24,59,0.2,0.6,0,0.6666666666666666,0.3333333333333333,0.4576271186440678
facultad de psicologia,1977,6,18,1,2,19,45,0.16666666666666666,0.6666666666666666,0,0,0.3684210526315789,0.4444444444444444
facultad de psicologia,1978,6,15,1,3,15,39,0.16666666666666666,0.6666666666666666,0,0.3333333333333333,0.4,0.46153846153846156
facultad de psicologia,1979,8,26,1,3,2,39,0.125,0.6923076923076923,0,0.6666666666666666,0,0.5384615384615384
facultad de psicologia,1980,10,27,1,6,2,45,0.2,0.5185185185185185,0,0.5,0.5,0.4444444444444444
facultad de quimica,1974,1,5,0,0,2,8,1,0.2,0,0,1,0.5
facultad de quimica,1975,1,9,0,0,2,12,1,0.3333333333333333,0,0,1,0.5
facultad de quimica,1976,3,5,0,0,2,10,0.6666666666666666,0.4,0,0,0.5,0.5
facultad de quimica,1977,1,6,0,0,1,8,0,0.3333333333333333,0,0,1,0.375
facultad de quimica,1978,1,3,0,0,1,4,0,1,0,0,1,0.75
facultad de quimica,1979,3,7,0,0,1,10,0,0.14285714285714285,0,0,0,0.1
facultad de quimica,1980,3,3,0,0,1,4,0,0,0,0,0,0
fcpys,1972,1,35,0,1,2,2,0,0.45714285714285713,0,0,0.5,0
fcpys,1973,2,35,0,4,2,6,0.5,0.45714285714285713,0,0.25,0.5,0.3333333333333333
fcpys,1974,4,35,0,2,2,41,0.25,0.45714285714285713,0,0.5,0.5,0.43902439024390244
fcpys,1975,3,29,0,1,2,33,0.3333333333333333,0.4827586206896552,0,1,0.5,0.48484848484848486
fcpys,1976,3,20,0,1,2,24,0.3333333333333333,0.35,0,1,0.5,0.375
fcpys,1977,2,44,0,1,2,48,0.5,0.5681818181818182,0,0,0.5,0.5625
fcpys,1978,2,50,0,1,4,55,0,0.52,0,0,0.25,0.4909090909090909
