group,year,point,a,b,c,d,e,w,type,dimx,dimy,dist,udist,wdist,clusters,clusterg,id,phase,rweight,rel,det.ord,pos
1,1960,ffyl,2.868064604320924,-2.8787201832085487,-0.6156471271099919,-3.3249331522674703,-1.7664379349689243,0.02854031080469179,row,42.978629531353185,23.35385993946988,5.286494710102043,5.775418879215626,0.3956398077599144,1,5,ffyl,1960,NA,NA,NA,0.03571428571428571
1,1960,eneo,1.643310737992547,0.4275868542627378,0.2406877223540009,-1.4707606084544913,5.414388670515784,0.01095795963707823,row,42.978629531353185,23.35385993946988,2.2592848529154743,3.122488509351851,0.20936746145743423,1,3,eneo,1960,NA,NA,NA,0.07142857142857142
2,1960,fo,2.3195702792896573,3.242575414644546,-0.32753369012182454,0.2320740455599504,0.33354974074133203,0.02849938537922382,row,42.978629531353185,23.35385993946988,4.006973706054049,4.416629043682503,0.3099595779003242,2,4,fo,1960,NA,NA,NA,0.14285714285714285
2,1960,fmvz,1.0465706069946508,2.01295612316972,-1.5719248062823965,1.612174484573467,-2.8112318532623997,0.02472241644962241,row,42.978629531353185,23.35385993946988,3.1964600035894857,3.858024996233544,0.25705975143821064,2,4,fmvz,1960,NA,NA,NA,0.17857142857142858
4,1960,escuela nacional de musica,0.512204523546923,-0.33108697874287435,1.5375055792147043,0.34055566888168043,1.2339508974065307,0.02257357156742655,row,42.978629531353185,23.35385993946988,1.6887491320971293,2.8970883825818143,0.17618405869427656,4,5,escuela nacional de musica,1960,NA,NA,NA,0.3928571428571429
4,1960,facultad de arquitectura,-1.1051453339380406,0.4993025741455848,0.3734501332679626,-1.3890352179062997,-0.05858841837586887,0.13762818981179992,row,42.978629531353185,23.35385993946988,1.881364693060676,3.228484076180451,0.17050637402978033,4,6,facultad de arquitectura,1960,NA,NA,NA,0.42857142857142855
4,1960,facultad de ingenieria,-0.6232121646755014,-0.02744994068268678,0.5525604249933741,0.00768832287901651,-0.6120686788428181,0.1402341955209359,row,42.978629531353185,23.35385993946988,0.8333840861334931,2.5931396313503647,0.12798870273170992,4,2,facultad de ingenieria,1960,NA,NA,NA,0.4642857142857143
4,1960,facultad de quimica,0.37701287652120846,1.8841734428599168,0.5071265550589661,-1.168530758107736,0.13697008359586496,0.05824537129095553,row,42.978629531353185,23.35385993946988,2.30540446501936,3.262593421517541,0.2042474461089129,4,3,facultad de quimica,1960,NA,NA,NA,0.5
5,1960,facultad de contaduria y administracion,-0.5810950373712617,-0.6241539276569772,-0.7326454144980658,0.6324188876094581,0.6081613889692601,0.09496452354656236,row,42.978629531353185,23.35385993946988,1.2899467123324768,2.6983225967903253,0.13557990422272354,5,2,facultad de contaduria y administracion,1960,NA,NA,NA,0.6428571428571429
5,1960,facultad de ciencias,-0.21131971927111184,-0.3984347115729765,-0.5102244170026358,0.5217692358100029,0.8738488580143391,0.04664855441849906,row,42.978629531353185,23.35385993946988,0.8578917963720695,2.446147350525927,0.12353415934465442,5,2,facultad de ciencias,1960,NA,NA,NA,0.6785714285714286
5,1960,enap,0.3338071911705859,0.13987410966346675,-1.0841665690240614,1.0653215404699945,0.0675870611138258,0.02893886777641513,row,42.978629531353185,23.35385993946988,1.5624721250025904,2.733549745217546,0.15764734238009673,5,1,enap,1960,NA,NA,NA,0.7142857142857143
5,1960,facultad de derecho,-0.9932142057216904,-0.368126556218788,-0.6224604298640372,0.33782023308529197,-0.2039990122891737,0.1278681283336988,row,42.978629531353185,23.35385993946988,1.2741943009090866,2.7723425577548757,0.13487728574816724,5,2,facultad de derecho,1960,NA,NA,NA,0.75
5,1960,fcpys,0.9311012822644096,-0.7097793361300724,-0.3458463138493041,0.00886445063693085,4.002836955445675,0.01348879311056002,row,42.978629531353185,23.35385993946988,1.220829453740333,2.5354267004331703,0.14752895663860374,5,1,fcpys,1960,NA,NA,NA,0.7857142857142857
5,1960,facultad de medicina,0.7604609983331857,-0.35602925950316017,-0.4357797599893577,0.451923388768555,0.0104054695184948,0.19300729914235443,row,42.978629531353185,23.35385993946988,1.0484257303885245,2.4273808239390604,0.13215960649253589,5,1,facultad de medicina,1960,NA,NA,NA,0.8214285714285714
3,1960,facultad de economia,0.8510985240593568,-0.7478672330402362,3.7341643432918055,1.5850689553726895,-0.4864173441934919,0.04368243321017608,row,42.978629531353185,23.35385993946988,4.211899931374138,4.892692405823842,0.32180571667005226,3,5,facultad de economia,1960,NA,NA,NA,1
3,1962,ffyl,-0.26399723664306585,0.00361831626176465,4.0419021195207705,-0.5784298260573788,-0.04779454080010929,0.04700792533973368,row,44.25709695830014,33.81282389971908,4.091608661715709,4.6123938833099,0.3147908192550596,3,2,ffyl,1962,NA,NA,NA,0.14285714285714285
3,1962,escuela nacional de musica,-0.1994141227533286,-0.5627960104457456,1.3215326500451976,0.8951877237205758,1.2894675631678063,0.01327769729545958,row,44.25709695830014,33.81282389971908,1.7042050779065987,2.495796606401211,0.17547648488936468,3,4,escuela nacional de musica,1962,NA,NA,NA,0.17857142857142858
2,1962,eneo,0.5710110063371325,0.14549645843770154,0.38624300634006375,1.5320539313942907,0.13730453814511231,0.01255991970324626,row,44.25709695830014,33.81282389971908,1.6862964441115835,2.456595099484858,0.17232809866766444,2,4,eneo,1962,NA,NA,NA,0.2857142857142857
2,1962,facultad de quimica,1.2703395278802505,0.8841914790704487,0.03793052951900183,0.6060302404414465,-1.7905972456993,0.0828242521721278,row,44.25709695830014,33.81282389971908,1.6626089333198333,2.7963758801840397,0.1652332727452756,2,3,facultad de quimica,1962,NA,NA,NA,0.32142857142857145
2,1962,fmvz,0.1349512927047286,0.5309046180044913,0.02885292977887445,2.0936168631814094,0.8997922652239202,0.0329117268351932,row,44.25709695830014,33.81282389971908,2.164286401143703,2.706335845686577,0.19638666160037432,2,4,fmvz,1962,NA,NA,NA,0.35714285714285715
2,1962,fo,0.437145245491055,0.13244619618843392,-0.6962931093577398,2.972865813363091,3.4647174347414618,0.02905506344873715,row,44.25709695830014,33.81282389971908,3.087295450542802,3.4481372620192574,0.24830912903533195,2,4,fo,1962,NA,NA,NA,0.3928571428571429
2,1962,fcpys,-0.6515692307683292,-0.30506515395495415,0.887428470613084,2.587631578501859,-1.6176846364348068,0.01814812204851968,row,44.25709695830014,33.81282389971908,2.8285992447068726,3.0996346222500404,0.23560876420691504,2,4,fcpys,1962,NA,NA,NA,0.42857142857142855
1,1962,facultad de arquitectura,-0.6228908669387105,-0.6035628566755714,-0.7571050744745791,-1.0752926548409396,0.31813403920783884,0.111459941990163,row,44.25709695830014,33.81282389971908,1.5753550524958078,2.9530660437401752,0.1535945949007743,1,6,facultad de arquitectura,1962,NA,NA,NA,0.5714285714285714
1,1962,facultad de medicina,1.185532940666124,0.8264919053516709,-0.26574291016901586,-0.6797701229725637,0.34309146673073626,0.2071114505727972,row,44.25709695830014,33.81282389971908,1.619037966635599,3.0557826541939064,0.15407398862919056,1,5,facultad de medicina,1962,NA,NA,NA,0.6071428571428571
1,1962,facultad de ciencias,-0.36885135538606345,-0.39561743846700953,0.7097327347199015,-1.4514206364809972,1.782505534152634,0.04759987049178044,row,44.25709695830014,33.81282389971908,1.7037919176722336,3.0207724280446273,0.17159148315814546,1,2,facultad de ciencias,1962,NA,NA,NA,0.6428571428571429
5,1962,enap,-3.674398803144432,3.826355227743156,-0.4581351035407328,-0.03415260676205726,-0.26307063053261287,0.03323572821634416,row,44.25709695830014,33.81282389971908,5.324777466436653,5.862621659143973,0.39898839858849505,5,1,enap,1962,NA,NA,NA,0.7142857142857143
4,1962,facultad de contaduria y administracion,-0.411456515637374,-0.9510012892136585,-0.2832426343589921,0.15771892713397404,-0.8045475982081732,0.09272642323262,row,44.25709695830014,33.81282389971908,1.0857262851388476,2.3728627968471496,0.13071982832907,4,6,facultad de contaduria y administracion,1962,NA,NA,NA,0.7857142857142857
4,1962,facultad de derecho,-0.3083941797277239,-0.8363030618148575,-0.6679111623151232,-0.34166658552904183,-0.5303749588450805,0.10095881309444664,row,44.25709695830014,33.81282389971908,1.1650541436787625,2.5755051261584505,0.13357564771033836,4,6,facultad de derecho,1962,NA,NA,NA,0.8214285714285714
4,1962,facultad de economia,-0.25659646417163806,-0.7464570595032175,0.5542533931371387,0.6036710389309122,0.24357904419687076,0.04230118886131826,row,44.25709695830014,33.81282389971908,1.1378292640618517,2.250031119575751,0.143556578049127,4,6,facultad de economia,1962,NA,NA,NA,0.8571428571428571
4,1962,facultad de ingenieria,-0.457501405222785,-0.7110152858101345,-0.1649288188347321,0.5342459537315034,-0.2638787443375218,0.12882187669751297,row,44.25709695830014,33.81282389971908,1.0136422084725922,2.259675708479203,0.13068941007539786,4,6,facultad de ingenieria,1962,NA,NA,NA,0.8928571428571429
2,1963,facultad de quimica,1.8756277997005295,1.702069729182374,-0.7700778183687113,-1.1841213179941836,-0.6970326125579633,0.0859109676832275,row,42.08477789473782,35.06329219591138,2.9000317494952026,3.6127389147964535,0.2346811882262349,2,1,facultad de quimica,1963,NA,NA,NA,0.21428571428571427
2,1963,fo,1.2525255071397134,1.0657113266091915,-0.8358614427379598,1.2448313441020995,2.74727177793437,0.0342432473346039,row,42.08477789473782,35.06329219591138,2.2254954963813662,3.1683238222720713,0.19900452394148732,2,1,fo,1963,NA,NA,NA,0.25
1,1963,fmvz,0.23514803275298088,0.7570682548960875,-0.32345364683156147,-0.38777754202317527,1.888086307310824,0.03309396083694402,row,42.08477789473782,35.06329219591138,0.9399152215094596,2.222223365903443,0.1423760230528341,1,1,fmvz,1963,NA,NA,NA,0.32142857142857145
1,1963,facultad de ciencias,0.4584924633645851,0.4147980239710402,0.15645598635047164,-0.02830543187418017,-1.6006688406658824,0.05825325361405541,row,42.08477789473782,35.06329219591138,0.6383983182863877,2.089137510167682,0.1320709717619425,1,1,facultad de ciencias,1963,NA,NA,NA,0.35714285714285715
1,1963,ffyl,-0.23269747160386228,-0.17567620565462255,3.359598388729614,-2.5011933077768487,-0.17519273830264204,0.04445717328506604,row,42.08477789473782,35.06329219591138,4.198556840028053,4.592545122604267,0.3217705986985854,1,2,ffyl,1963,NA,NA,NA,0.3928571428571429
1,1963,fcpys,-0.5059062220008858,-0.09472757095115684,0.1161824679204704,-1.5256865059337132,2.865225118917629,0.019041831389953,row,42.08477789473782,35.06329219591138,1.614351912811401,2.5355343236213206,0.1689486534729279,1,5,fcpys,1963,NA,NA,NA,0.42857142857142855
1,1963,facultad de ingenieria,-0.3035561658865278,-0.6716620001377824,-0.7141074882337551,-0.13459817088136747,0.03357993221210918,0.15799314181941335,row,42.08477789473782,35.06329219591138,1.0350566944051656,2.2290258132544087,0.11935130490424356,1,5,facultad de ingenieria,1963,NA,NA,NA,0.4642857142857143
1,1963,escuela nacional de musica,-0.1212389507514376,-0.4916651423177719,1.559594872031791,-0.23685460289218285,1.698089759992353,0.01235811289984727,row,42.08477789473782,35.06329219591138,1.6567648484708797,2.5543757938862406,0.17291258995216413,1,3,escuela nacional de musica,1963,NA,NA,NA,0.5
1,1963,facultad de arquitectura,-0.5489518843539226,-0.5836869864348138,-0.3784441483517666,0.5262911201834396,-0.9478134910380166,0.11464419890182036,row,42.08477789473782,35.06329219591138,1.0306507585378817,2.2984742175174886,0.12736945808800942,1,5,facultad de arquitectura,1963,NA,NA,NA,0.5357142857142857
1,1963,facultad de derecho,-0.22527805559926567,-0.7410501699132895,-0.6936329480489972,-0.5388149343710857,-0.13293390044135098,0.09961827777062132,row,42.08477789473782,35.06329219591138,1.171048144519926,2.275798340775325,0.12621130175322323,1,5,facultad de derecho,1963,NA,NA,NA,0.5714285714285714
1,1963,eneo,0.23414314612688472,-0.15973564233194912,0.5517208746252713,0.6070013146076781,1.9592011711626889,0.01393411114517767,row,42.08477789473782,35.06329219591138,0.8678623207295728,2.1810806148127626,0.13487611232343583,1,3,eneo,1963,NA,NA,NA,0.6071428571428571
1,1963,facultad de contaduria y administracion,-0.3264072178892782,-0.8522400639627912,-0.5721506524304241,-0.4305181430901894,0.04662708423963951,0.0925717204744632,row,42.08477789473782,35.06329219591138,1.159981482231465,2.2624648313665583,0.1247889533929957,1,5,facultad de contaduria y administracion,1963,NA,NA,NA,0.6428571428571429
1,1963,facultad de medicina,0.48735017618935383,0.15569389644808918,1.087317868587698,1.6019692746184313,-0.23677410166867485,0.16024946092087652,row,42.08477789473782,35.06329219591138,2.002577461122186,2.9353044255560654,0.17595020755814894,1,3,facultad de medicina,1963,NA,NA,NA,0.6785714285714286
1,1963,facultad de economia,-0.1857803211570356,-0.6587766943513971,0.6525336667121842,-0.00355212661275011,1.294781675173262,0.04253010090244839,row,42.08477789473782,35.06329219591138,0.9456816930374016,2.1652237424747605,0.13561549916842475,1,3,facultad de economia,1963,NA,NA,NA,0.7142857142857143
1,1963,enap,-4.081889154659586,3.691132523171445,-0.18910839808196145,0.19923078517699003,-0.1070845129147661,0.03110044102148209,row,42.08477789473782,35.06329219591138,5.510148207310663,5.932207466250462,0.41138421648236995,1,4,enap,1963,NA,NA,NA,0.75
2,1964,facultad de ciencias,-0.3547917183454287,0.3403695378712067,-0.08061676930333306,-0.5999292317341255,-1.7694831009977892,0.06342800136829566,row,41.616398470885215,34.330293042610585,0.7798350673694827,2.2317735987991463,0.1328525334644703,2,1,facultad de ciencias,1964,NA,NA,NA,0.17857142857142858
2,1964,facultad de quimica,-1.5995430902420238,1.8982738271920736,-0.9454567566740748,1.013588092575256,-0.7156832328818015,0.08844712545751017,row,41.616398470885215,34.330293042610585,2.843102340875976,3.569347203124317,0.23117417393711545,2,1,facultad de quimica,1964,NA,NA,NA,0.21428571428571427
2,1964,fo,-1.099636911539987,1.2304467151263936,-0.5778408946222923,-0.9410520608924124,2.4352313012372355,0.03521761083571168,row,41.616398470885215,34.330293042610585,1.9856181749758135,2.982667748202646,0.18607214246055623,2,1,fo,1964,NA,NA,NA,0.25
2,1964,fmvz,-0.13815642351055712,0.7525479308560418,-0.288398310651394,0.4092379613032731,1.291628027955645,0.03430869916144988,row,41.616398470885215,34.330293042610585,0.9143658349649638,2.2292507061508737,0.14354796438123194,2,1,fmvz,1964,NA,NA,NA,0.2857142857142857
1,1964,escuela nacional de musica,0.07451275650326324,-0.5508927738107501,1.3736051532345563,0.4364288563042621,1.2327545720860555,0.01303158367243843,row,41.616398470885215,34.330293042610585,1.54476414469206,2.450557791618926,0.16778117876540535,1,2,escuela nacional de musica,1964,NA,NA,NA,0.3928571428571429
1,1964,ffyl,0.24817780990457391,-0.32501567693372485,2.7109651068517793,2.809004019075975,-1.1865192106776734,0.04673166734060903,row,41.616398470885215,34.330293042610585,3.925183155641858,4.2654458278213125,0.3035070731446958,1,2,ffyl,1964,NA,NA,NA,0.42857142857142855
1,1964,fcpys,0.45570236256394303,-0.2547413377805931,0.1381296950175403,1.1689218941917845,2.4357118621169196,0.02152901890663413,row,41.616398470885215,34.330293042610585,1.2876397010760243,2.3095615811070744,0.15389832508849904,1,3,fcpys,1964,NA,NA,NA,0.4642857142857143
1,1964,eneo,-0.4921635281064773,0.1765286139647861,1.741802045249239,0.9010232958666652,3.640841440928998,0.01109844129936839,row,41.616398470885215,34.330293042610585,2.0295577435676484,2.7481851093359624,0.1949374345315517,1,2,eneo,1964,NA,NA,NA,0.5
1,1964,facultad de derecho,0.16298307335337647,-0.7949986771283692,-0.8446947381657185,-8.533880002584966e-5,-0.22810561978640764,0.10269496706105452,row,41.616398470885215,34.330293042610585,1.1713648393233986,2.3342659533369705,0.12871740734947276,1,3,facultad de derecho,1964,NA,NA,NA,0.5357142857142857
1,1964,enap,4.5372055496734705,3.158898660025153,-0.10866778493101562,-0.18596439962086972,0.00399273618290584,0.03089504242603872,row,41.616398470885215,34.330293042610585,5.532744923607504,5.959111027813733,0.41305105556071814,1,4,enap,1964,NA,NA,NA,0.5714285714285714
1,1964,facultad de contaduria y administracion,0.242511155989495,-0.9075371131696398,-0.8434960715006417,-0.09080635230891704,-0.16643438791340776,0.09610968288595044,row,41.616398470885215,34.330293042610585,1.2657672332685468,2.3945052015906767,0.1319754889456756,1,3,facultad de contaduria y administracion,1964,NA,NA,NA,0.6071428571428571
1,1964,facultad de arquitectura,0.49297549498142856,-0.658554458858657,-0.3860673934461371,-0.6924791396566732,-0.7225313996706213,0.11236410457389112,row,41.616398470885215,34.330293042610585,1.1424947286866334,2.392795779583421,0.1334575303362527,1,3,facultad de arquitectura,1964,NA,NA,NA,0.6428571428571429
1,1964,facultad de ingenieria,0.19040003542477393,-0.6674666302158966,-0.5554156717468897,0.8194811637502701,0.5716495865152248,0.13310985754580495,row,41.616398470885215,34.330293042610585,1.20904913965689,2.3135989770028416,0.13674122150612836,1,3,facultad de ingenieria,1964,NA,NA,NA,0.6785714285714286
1,1964,facultad de economia,0.13387668752052445,-0.7245590057476115,0.41414733878182186,0.00160137222598373,0.6548798557660875,0.04452294838469552,row,41.616398470885215,34.330293042610585,0.8452391986204301,2.1535165979476263,0.1320411848287931,1,3,facultad de economia,1964,NA,NA,NA,0.7142857142857143
1,1964,facultad de medicina,-0.45877930413002105,0.20196499599293197,1.334032851190136,-1.3301141159399503,0.04342071081211922,0.16651124908054749,row,41.616398470885215,34.330293042610585,1.9493884987302172,2.9190651081755106,0.17323981865026714,1,1,facultad de medicina,1964,NA,NA,NA,0.75
2,1965,facultad de quimica,-1.578325847271413,1.8544965857637283,-1.509536476712719,0.2684884937470878,-0.6202479388885943,0.08850460415125555,row,41.531828657933175,34.21021795628699,2.8776824898822975,3.6763351861636897,0.23428167683719756,2,1,facultad de quimica,1965,NA,NA,NA,0.21428571428571427
2,1965,fo,-0.8802603933262546,0.921933035067525,0.18184432148898383,-1.74279800015364,0.9569602797068746,0.03960113044949706,row,41.531828657933175,34.21021795628699,2.1668481967606836,3.00318242381023,0.19454712856013356,2,1,fo,1965,NA,NA,NA,0.25
1,1965,enap,4.552082592275756,3.155454540556489,-0.0796686543552701,-0.13438128795000723,-0.1522058203717007,0.03073883670476359,row,41.531828657933175,34.21021795628699,5.541006651273432,5.93093014511782,0.4137168610222114,1,4,enap,1965,NA,NA,NA,0.32142857142857145
1,1965,facultad de ciencias,-0.3727655354260896,0.33354854979976833,0.3593738481738095,-0.5391257612603321,-1.9296848676391245,0.06411410137307706,row,41.531828657933175,34.21021795628699,0.8185443962796476,2.105964397153293,0.13388864715510407,1,1,facultad de ciencias,1965,NA,NA,NA,0.35714285714285715
1,1965,facultad de economia,0.18202676811648885,-0.7949577838021691,0.08221759616879783,0.26623882760508416,0.5540815805059405,0.04407920701407381,row,41.531828657933175,34.21021795628699,0.8618204388287014,2.1070884776377627,0.13339569746893187,1,3,facultad de economia,1965,NA,NA,NA,0.39285714285714285
1,1965,escuela nacional de musica,0.03755949109550732,-0.5161830649729602,0.8923783917124577,1.4889633929655886,1.605226440468892,0.0125265631983052,row,41.531828657933175,34.21021795628699,1.8114101831233984,2.6827757330841076,0.1805558020796026,1,2,escuela nacional de musica,1965,NA,NA,NA,0.42857142857142855
1,1965,facultad de ingenieria,0.21868673994854865,-0.7655212832832169,-1.3209275005395351,0.7186976415431626,0.590022821228795,0.14525017053675318,row,41.531828657933175,34.21021795628699,1.7015353322897044,2.7101575006945735,0.16377607546294728,1,3,facultad de ingenieria,1965,NA,NA,NA,0.4642857142857143
1,1965,ffyl,0.27695904465580584,-0.4099292566636342,0.6523735310746145,3.346539039004894,-1.3930507211071952,0.04711156486228511,row,41.531828657933175,34.21021795628699,3.4452377380256385,4.026814684391946,0.27258642542626443,1,2,ffyl,1965,NA,NA,NA,0.5
1,1965,facultad de derecho,0.17807903794161165,-0.7952863211348251,-0.17180153668403136,-0.9529735194790996,-0.3594735210847,0.10053650599744464,row,41.531828657933175,34.21021795628699,1.265648755845693,2.276942807306297,0.13603306486319303,1,5,facultad de derecho,1965,NA,NA,NA,0.5357142857142857
1,1965,eneo,-0.21305496390512224,-0.15027291774014723,1.1650319628906731,-0.562343398736882,1.0985669599417838,0.01640279937363539,row,41.531828657933175,34.21021795628699,1.3196605397262555,2.3199285694272422,0.14915827744278023,1,1,eneo,1965,NA,NA,NA,0.5714285714285714
1,1965,fcpys,0.4375365239505819,-0.25370776853785515,-0.28629504072326245,0.13708839745421458,2.4769028718087247,0.02184134672589568,row,41.531828657933175,34.21021795628699,0.5971297352054369,2.0337411589067793,0.13010526833637542,1,3,fcpys,1965,NA,NA,NA,0.6071428571428571
1,1965,facultad de arquitectura,0.5033001478506456,-0.5831412483514219,0.30864925049087333,-0.5638989285818048,-0.6931365285080607,0.09910092166063696,row,41.531828657933175,34.21021795628699,1.003300112548395,2.125976738904795,0.13125281516364293,1,5,facultad de arquitectura,1965,NA,NA,NA,0.6428571428571429
1,1965,facultad de medicina,-0.5607630867484503,0.3756409184189609,1.684397635645068,0.22894977781035863,0.43096799354434634,0.15994962691891665,row,41.531828657933175,34.21021795628699,1.8289818847589492,2.694441105881681,0.1685896065124526,1,1,facultad de medicina,1965,NA,NA,NA,0.6785714285714286
1,1965,facultad de contaduria y administracion,0.2676552353668188,-0.9255471686927014,-0.3290591968124114,-0.9359641115757944,-0.48158257255075027,0.09551141865064264,row,41.531828657933175,34.21021795628699,1.382962638562242,2.360932795786309,0.1409571443633302,1,5,facultad de contaduria y administracion,1965,NA,NA,NA,0.7142857142857143
1,1965,fmvz,-0.12948181019873095,0.7790812221045256,-0.3462567679291735,0.06357181638375109,2.6077083091275757,0.0347312023828174,row,41.531828657933175,34.21021795628699,0.8646780990538087,2.211773597578898,0.14399809991109289,1,1,fmvz,1965,NA,NA,NA,0.75
2,1966,fo,2.1640484589290594,0.914263040872109,-0.6508380430868687,-1.407322543052574,3.1323884023643735,0.03657634676638423,row,40.31381051828632,28.172459263867054,2.814805417610791,3.5707240914951015,0.2343584315087777,2,6,fo,1966,NA,NA,NA,0.10714285714285714
2,1966,facultad de quimica,2.0219547192664424,0.6249470953031853,-1.442246848775116,-0.1117012959528864,-1.7611993159768464,0.08192465844597911,row,40.31381051828632,28.172459263867054,2.56347672332148,3.346225312390936,0.2173993853428181,2,6,facultad de quimica,1966,NA,NA,NA,0.14285714285714285
3,1966,facultad de medicina,0.7143669558770543,0.05160967149174397,1.5630655087091565,0.6991106023820673,0.3993270315562462,0.168241209871379,row,40.31381051828632,28.172459263867054,1.856047716175359,2.836035030960648,0.17159225348642915,3,5,facultad de medicina,1966,NA,NA,NA,0.35714285714285715
3,1966,fmvz,0.6168262830715816,0.5784023385405923,-0.9368350779227176,1.124033872098,1.1978957624581383,0.03755688219291056,row,40.31381051828632,28.172459263867054,1.6900106619685025,2.6765043825913595,0.17802981290091396,3,6,fmvz,1966,NA,NA,NA,0.3928571428571429
3,1966,ffyl,-0.4454543127958643,-0.2561736402172527,0.5653110179687741,2.1420121523636104,-1.4327343581574996,0.05035553758394123,row,40.31381051828632,28.172459263867054,2.274169537796352,3.00878346914331,0.20146495897685196,3,2,ffyl,1966,NA,NA,NA,0.42857142857142855
